class_,condition,rep,lib,barcode,batch,nCounts,mito_pct, Immgen_type,sub_type,x,y,cell_id
B cells,healthy,Healthy 2,h_2_1,bc0949,round2_20151217,1885,2.334,B1a_Sp,B cells,276.898626044,370.660317989,h_2_1:bc0949
B cells,healthy,Healthy 1,h_1_1,bc1439,round1_20151128,2059,6.557,B_Fo_MLN,B cells,270.380901378,327.12187157,h_1_1:bc1439
B cells,healthy,Healthy 2,h_2_3,bc0755,round3_20160313,1269,8.905,B_Fo_Sp,B cells,163.32024889,273.373050408,h_2_3:bc0755
B cells,healthy,Healthy 1,h_1_1,bc1684,round1_20151128,1971,7.052,B_Fo_MLN,B cells,233.088101107,333.356077565,h_1_1:bc1684
B cells,healthy,Healthy 2,h_2_1,bc1416,round2_20151217,1176,3.231,B_T1_Sp,B cells,253.40629188,378.389985887,h_2_1:bc1416
B cells,healthy,Healthy 1,h_1_1,bc1582,round1_20151128,2010,5.97,B_Fo_MLN,B cells,276.2508765,309.056158639,h_1_1:bc1582
B cells,healthy,Healthy 1,h_1_1,bc0450,round1_20151128,2993,7.217,B_Fo_MLN,B cells,206.480807983,326.99615416,h_1_1:bc0450
B cells,healthy,Healthy 1,h_1_1,bc1424,round1_20151128,2138,7.53,B_Fo_MLN,B cells,241.803017794,316.566444304,h_1_1:bc1424
B cells,healthy,Healthy 2,h_2_3,bc1224,round3_20160313,1186,9.444,B_Fo_Sp,B cells,166.054196875,274.034043316,h_2_3:bc1224
B cells,healthy,Healthy 2,h_2_3,bc1338,round3_20160313,1125,7.289,B_Fo_MLN,B cells,195.183063901,275.260506613,h_2_3:bc1338
B cells,healthy,Healthy 2,h_2_1,bc1270,round2_20151217,1431,3.564,B_Fo_MLN,B cells,310.257626293,347.044570224,h_2_1:bc1270
B cells,healthy,Healthy 2,h_2_2,bc554,round3_20160313,1192,6.04,B_Fo_Sp,B cells,197.267510324,304.881635526,h_2_2:bc554
B cells,healthy,Healthy 2,h_2_2,bc652,round3_20160313,1857,8.401,B_Fo_MLN,B cells,222.271818437,276.503921588,h_2_2:bc652
B cells,healthy,Healthy 2,h_2_3,bc1210,round3_20160313,1215,9.383,B_Fo_Sp,B cells,204.560302422,275.815206639,h_2_3:bc1210
B cells,healthy,Healthy 1,h_1_1,bc1600,round1_20151128,1535,7.622,B_Fo_MLN,B cells,271.47342617,349.890318741,h_1_1:bc1600
B cells,healthy,Healthy 1,h_1_1,bc0585,round1_20151128,3856,8.117,B1a_Sp,B cells,283.042158675,298.551746285,h_1_1:bc0585
B cells,healthy,Healthy 1,h_1_1,bc0389,round1_20151128,4666,4.308,B_Fo_MLN,B cells,260.475514635,331.78501877,h_1_1:bc0389
B cells,healthy,Healthy 2,h_2_1,bc1062,round2_20151217,1718,4.948,B_Fo_MLN,B cells,235.889447124,299.256304133,h_2_1:bc1062
B cells,healthy,Healthy 2,h_2_1,bc1465,round2_20151217,1301,6.072,B1a_Sp,B cells,293.799758717,394.348191034,h_2_1:bc1465
B cells,healthy,Healthy 2,h_2_3,bc1251,round3_20160313,1378,8.853,B_Fo_Sp,B cells,167.758161657,300.122124679,h_2_3:bc1251
B cells,healthy,Healthy 2,h_2_2,bc393,round3_20160313,1813,9.266,B_T1_Sp,B cells,159.092740929,327.178737802,h_2_2:bc393
B cells,healthy,Healthy 2,h_2_2,bc536,round3_20160313,1491,8.652,B_Fo_MLN,B cells,255.167940138,317.106829448,h_2_2:bc536
B cells,healthy,Healthy 2,h_2_3,bc1169,round3_20160313,1287,6.371,B_Fo_Sp,B cells,165.672911766,278.174597835,h_2_3:bc1169
B cells,healthy,Healthy 2,h_2_1,bc1652,round2_20151217,1009,0.793,B_Fo_MLN,B cells,380.279745241,316.770468366,h_2_1:bc1652
B cells,healthy,Healthy 2,h_2_1,bc1380,round2_20151217,1097,2.917,B_Fo_MLN,B cells,315.408327597,285.792268867,h_2_1:bc1380
B cells,healthy,Healthy 1,h_1_1,bc1498,round1_20151128,2177,5.604,B_Fo_MLN,B cells,282.616351493,315.507349951,h_1_1:bc1498
B cells,healthy,Healthy 1,h_1_2,bc0862,round3_20160313,1244,7.154,B_T1_Sp,B cells,145.142031038,353.114009038,h_1_2:bc0862
B cells,healthy,Healthy 2,h_2_1,bc1427,round2_20151217,1052,9.221,B_Fo_Sp,B cells,244.304072782,387.315315019,h_2_1:bc1427
B cells,healthy,Healthy 2,h_2_1,bc0965,round2_20151217,1704,3.873,B_Fo_MLN,B cells,270.619176351,335.000945165,h_2_1:bc0965
B cells,healthy,Healthy 1,h_1_1,bc1580,round1_20151128,2041,4.753,B_Fo_MLN,B cells,221.027830507,336.917710085,h_1_1:bc1580
B cells,healthy,Healthy 2,h_2_3,bc0103,round3_20160313,4097,9.446,B_Fo_MLN,B cells,201.157076176,267.293304134,h_2_3:bc0103
B cells,healthy,Healthy 2,h_2_1,bc1058,round2_20151217,2070,3.913,B_Fo_MLN,B cells,287.337201229,394.135253252,h_2_1:bc1058
B cells,healthy,Healthy 1,h_1_1,bc1595,round1_20151128,1792,3.795,B_FrF_BM,B cells,258.112145691,357.178601902,h_1_1:bc1595
B cells,healthy,Healthy 2,h_2_2,bc624,round3_20160313,1408,7.528,B_FrF_BM,B cells,167.082983563,284.228716477,h_2_2:bc624
B cells,healthy,Healthy 2,h_2_1,bc1068,round2_20151217,1441,2.984,B1a_Sp,B cells,352.604470732,314.611829044,h_2_1:bc1068
B cells,healthy,Healthy 1,h_1_1,bc1660,round1_20151128,1654,4.534,B_Fo_MLN,B cells,226.253126525,267.170510813,h_1_1:bc1660
B cells,healthy,Healthy 2,h_2_1,bc0483,round2_20151217,2102,2.854,B_Fo_MLN,B cells,278.392976942,309.486464427,h_2_1:bc0483
B cells,healthy,Healthy 2,h_2_1,bc0983,round2_20151217,1310,4.733,B_Fo_MLN,B cells,301.687476214,310.032926802,h_2_1:bc0983
B cells,healthy,Healthy 2,h_2_3,bc0958,round3_20160313,1379,7.252,B_Fo_Sp,B cells,179.099717688,307.143306682,h_2_3:bc0958
B cells,healthy,Healthy 2,h_2_3,bc0796,round3_20160313,1649,8.551,B_Fo_MLN,B cells,197.028439049,295.289684363,h_2_3:bc0796
B cells,healthy,Healthy 2,h_2_1,bc1096,round2_20151217,1450,0.828,B_Fo_MLN,B cells,317.690129073,359.290052603,h_2_1:bc1096
B cells,healthy,Healthy 2,h_2_3,bc0995,round3_20160313,1294,8.964,B_Fo_Sp,B cells,186.688244666,256.357457673,h_2_3:bc0995
B cells,healthy,Healthy 2,h_2_2,bc497,round3_20160313,2441,3.646,B_Fo_MLN,B cells,170.764888972,291.746308466,h_2_2:bc497
B cells,healthy,Healthy 1,h_1_1,bc0882,round1_20151128,3092,7.73,B_Fo_Sp,B cells,190.438697242,332.668308104,h_1_1:bc0882
B cells,healthy,Healthy 2,h_2_1,bc1023,round2_20151217,1597,1.628,B_Fo_MLN,B cells,303.812605516,291.016833825,h_2_1:bc1023
B cells,healthy,Healthy 2,h_2_2,bc394,round3_20160313,1773,9.363,B_Fo_MLN,B cells,177.764767461,298.880579893,h_2_2:bc394
B cells,healthy,Healthy 2,h_2_1,bc1379,round2_20151217,1265,1.423,B_FrF_BM,B cells,253.57734473,390.054098727,h_2_1:bc1379
B cells,healthy,Healthy 2,h_2_3,bc1365,round3_20160313,1019,9.421,B_Fo_MLN,B cells,163.813818127,270.009128563,h_2_3:bc1365
B cells,healthy,Healthy 2,h_2_3,bc0523,round3_20160313,1607,8.587,B_T1_Sp,B cells,146.058191296,312.921002367,h_2_3:bc0523
B cells,healthy,Healthy 2,h_2_1,bc1080,round2_20151217,1278,0.626,B_Fo_MLN,B cells,356.524487387,275.091383735,h_2_1:bc1080
B cells,healthy,Healthy 2,h_2_1,bc0210,round2_20151217,2428,2.924,B_Fo_MLN,B cells,460.797487708,329.089409267,h_2_1:bc0210
B cells,healthy,Healthy 2,h_2_1,bc1075,round2_20151217,1724,2.436,B_Fo_MLN,B cells,235.469218753,306.938819699,h_2_1:bc1075
B cells,healthy,Healthy 1,h_1_1,bc0492,round1_20151128,4364,9.922,B1a_Sp,B cells,290.974065971,308.887483319,h_1_1:bc0492
B cells,healthy,Healthy 2,h_2_1,bc1027,round2_20151217,1618,3.894,B_FrF_BM,B cells,201.843469688,321.223102206,h_2_1:bc1027
B cells,healthy,Healthy 1,h_1_2,bc1130,round3_20160313,1096,9.033,B_Fo_MLN,B cells,188.244943512,298.044000816,h_1_2:bc1130
B cells,healthy,Healthy 1,h_1_1,bc1558,round1_20151128,1671,4.847,B_Fo_MLN,B cells,222.779035356,264.224515717,h_1_1:bc1558
B cells,healthy,Healthy 2,h_2_1,bc1523,round2_20151217,1146,3.403,Mo_6C+II-_LN,B cells,350.683736199,360.887596953,h_2_1:bc1523
B cells,healthy,Healthy 2,h_2_2,bc449,round3_20160313,1491,9.256,B_Fo_MLN,B cells,233.657876851,275.414952022,h_2_2:bc449
B cells,healthy,Healthy 2,h_2_1,bc1433,round2_20151217,1105,4.253,B_Fo_MLN,B cells,415.868200848,339.714823743,h_2_1:bc1433
B cells,healthy,Healthy 1,h_1_1,bc1371,round1_20151128,2436,6.158,B_Fo_MLN,B cells,229.361655124,273.804555348,h_1_1:bc1371
B cells,healthy,Healthy 2,h_2_1,bc1368,round2_20151217,1173,4.859,B_Fo_MLN,B cells,307.041330516,336.765589203,h_2_1:bc1368
B cells,healthy,Healthy 1,h_1_1,bc1512,round1_20151128,2848,8.006,B_T1_Sp,B cells,184.821375747,328.286806554,h_1_1:bc1512
B cells,healthy,Healthy 2,h_2_3,bc1208,round3_20160313,1299,7.621,B_Fo_MLN,B cells,233.878865263,264.44057467,h_2_3:bc1208
B cells,healthy,Healthy 2,h_2_1,bc1411,round2_20151217,1291,3.176,B_Fo_MLN,B cells,242.645744705,376.897466386,h_2_1:bc1411
B cells,healthy,Healthy 1,h_1_1,bc0900,round1_20151128,2604,8.525,B_Fo_MLN,B cells,262.89321979,331.54990983,h_1_1:bc0900
B cells,healthy,Healthy 2,h_2_3,bc1172,round3_20160313,1130,4.248,B_FrE_BM,B cells,143.448814858,339.1858537,h_2_3:bc1172
B cells,healthy,Healthy 1,h_1_2,bc1262,round3_20160313,1024,8.691,B_Fo_MLN,B cells,187.136328917,262.622230214,h_1_2:bc1262
B cells,healthy,Healthy 1,h_1_1,bc1372,round1_20151128,2632,4.521,B_Fo_Sp,B cells,216.590732601,322.102394577,h_1_1:bc1372
B cells,healthy,Healthy 2,h_2_3,bc0549,round3_20160313,1895,9.71,B_Fo_MLN,B cells,244.187494935,303.045453509,h_2_3:bc0549
B cells,healthy,Healthy 2,h_2_3,bc1393,round3_20160313,1064,4.887,B_Fo_Sp,B cells,202.55010479,253.380646299,h_2_3:bc1393
B cells,healthy,Healthy 2,h_2_1,bc1253,round2_20151217,1357,5.38,B1a_Sp,B cells,223.769172263,377.499394003,h_2_1:bc1253
B cells,healthy,Healthy 1,h_1_1,bc1048,round1_20151128,2425,4.412,B_Fo_MLN,B cells,254.183356594,344.415372286,h_1_1:bc1048
B cells,healthy,Healthy 2,h_2_2,bc694,round3_20160313,1057,7.947,B1b_PC,B cells,225.1677662,283.651811311,h_2_2:bc694
B cells,healthy,Healthy 1,h_1_1,bc0603,round1_20151128,3137,6.407,B_Fo_MLN,B cells,240.600894138,326.338693322,h_1_1:bc0603
B cells,healthy,Healthy 2,h_2_1,bc1198,round2_20151217,1476,3.252,B_Fo_MLN,B cells,264.388676686,366.434790635,h_2_1:bc1198
B cells,healthy,Healthy 2,h_2_3,bc0854,round3_20160313,1489,9.134,B_Fo_MLN,B cells,178.723546531,313.612725968,h_2_3:bc0854
B cells,healthy,Healthy 2,h_2_1,bc0693,round2_20151217,1649,5.094,B_Fo_MLN,B cells,326.05577212,338.384632716,h_2_1:bc0693
B cells,healthy,Healthy 2,h_2_1,bc1378,round2_20151217,1638,3.236,B_Fo_MLN,B cells,348.375429684,326.248733033,h_2_1:bc1378
B cells,healthy,Healthy 2,h_2_3,bc1064,round3_20160313,1827,6.294,B_Fo_Sp,B cells,212.887862694,328.285143437,h_2_3:bc1064
B cells,healthy,Healthy 2,h_2_3,bc1285,round3_20160313,1240,9.113,B_Fo_Sp,B cells,170.512861275,265.23072703,h_2_3:bc1285
B cells,healthy,Healthy 1,h_1_1,bc1490,round1_20151128,2261,7.121,B_Fo_MLN,B cells,227.566264608,316.005479438,h_1_1:bc1490
B cells,healthy,Healthy 2,h_2_3,bc1154,round3_20160313,1602,8.302,B_Fo_Sp,B cells,197.282022317,252.347125415,h_2_3:bc1154
B cells,healthy,Healthy 1,h_1_1,bc1493,round1_20151128,2276,4.174,B1a_Sp,B cells,254.979897545,353.008991271,h_1_1:bc1493
B cells,healthy,Healthy 2,h_2_1,bc1408,round2_20151217,1089,4.683,B1a_Sp,B cells,709.148529593,279.787258012,h_2_1:bc1408
B cells,healthy,Healthy 1,h_1_2,bc0242,round3_20160313,2229,7.358,B1a_Sp,B cells,279.340829453,271.598618629,h_1_2:bc0242
B cells,healthy,Healthy 2,h_2_1,bc1287,round2_20151217,1245,7.39,B_Fo_MLN,B cells,226.821537379,278.142899377,h_2_1:bc1287
B cells,healthy,Healthy 2,h_2_1,bc1435,round2_20151217,1063,1.976,B_Fo_MLN,B cells,479.127766074,267.825949804,h_2_1:bc1435
B cells,healthy,Healthy 2,h_2_2,bc612,round3_20160313,1484,8.221,B_Fo_Sp,B cells,172.059169213,295.092519667,h_2_2:bc612
B cells,healthy,Healthy 2,h_2_1,bc1499,round2_20151217,1135,3.877,B_FrF_BM,B cells,281.593712726,277.111756787,h_2_1:bc1499
B cells,healthy,Healthy 2,h_2_2,bc687,round3_20160313,1198,9.098,B_Fo_MLN,B cells,188.68243323,259.222705452,h_2_2:bc687
B cells,healthy,Healthy 2,h_2_1,bc1065,round2_20151217,1759,3.98,B_Fo_MLN,B cells,286.215698572,323.237320223,h_2_1:bc1065
B cells,healthy,Healthy 2,h_2_1,bc1307,round2_20151217,1141,3.593,B1a_Sp,B cells,744.150506545,140.715677771,h_2_1:bc1307
B cells,healthy,Healthy 1,h_1_1,bc0994,round1_20151128,2561,7.029,B_Fo_MLN,B cells,231.849900095,328.061856034,h_1_1:bc0994
B cells,healthy,Healthy 2,h_2_1,bc0637,round2_20151217,2031,2.166,B1a_Sp,B cells,237.135033899,327.681046941,h_2_1:bc0637
B cells,healthy,Healthy 1,h_1_2,bc0814,round3_20160313,1448,9.461,B_Fo_Sp,B cells,222.04535925,265.930430667,h_1_2:bc0814
B cells,healthy,Healthy 1,h_1_2,bc1112,round3_20160313,1315,9.506,B_Fo_MLN,B cells,196.083899874,291.949199946,h_1_2:bc1112
B cells,healthy,Healthy 1,h_1_1,bc1123,round1_20151128,2718,6.328,B_Fo_MLN,B cells,254.223351814,341.665942956,h_1_1:bc1123
B cells,healthy,Healthy 1,h_1_1,bc0647,round1_20151128,3458,6.044,B_Fo_MLN,B cells,262.831380151,365.582848965,h_1_1:bc0647
B cells,healthy,Healthy 2,h_2_1,bc1095,round2_20151217,1462,3.488,B_Fo_MLN,B cells,298.400847694,349.219246756,h_2_1:bc1095
B cells,healthy,Healthy 2,h_2_3,bc0698,round3_20160313,1636,8.191,B_Fo_MLN,B cells,171.237504751,300.028396879,h_2_3:bc0698
B cells,healthy,Healthy 1,h_1_2,bc0760,round3_20160313,1754,9.578,B_Fo_MLN,B cells,176.224958443,309.36155887,h_1_2:bc0760
B cells,healthy,Healthy 2,h_2_1,bc1404,round2_20151217,1047,3.056,B1a_Sp,B cells,246.373350956,321.771889013,h_2_1:bc1404
B cells,healthy,Healthy 2,h_2_3,bc1398,round3_20160313,1006,7.157,B_T1_Sp,B cells,136.345762045,328.786577139,h_2_3:bc1398
B cells,healthy,Healthy 2,h_2_1,bc0755,round2_20151217,2076,3.468,B_Fo_MLN,B cells,255.460116678,386.253703756,h_2_1:bc0755
B cells,healthy,Healthy 1,h_1_1,bc0993,round1_20151128,2766,4.7,B_Fo_MLN,B cells,238.521179534,341.690582841,h_1_1:bc0993
B cells,healthy,Healthy 2,h_2_3,bc1170,round3_20160313,1352,7.914,B_Fo_MLN,B cells,248.332588361,259.844873037,h_2_3:bc1170
B cells,healthy,Healthy 1,h_1_1,bc0926,round1_20151128,3089,6.475,B_Fo_MLN,B cells,236.114322257,321.081833949,h_1_1:bc0926
B cells,healthy,Healthy 1,h_1_1,bc1540,round1_20151128,1985,3.98,B_Fo_Sp,B cells,236.599633722,303.561716698,h_1_1:bc1540
B cells,healthy,Healthy 1,h_1_2,bc1079,round3_20160313,1203,8.811,B_T1_Sp,B cells,174.739701269,329.120761813,h_1_2:bc1079
B cells,healthy,Healthy 1,h_1_1,bc1019,round1_20151128,2410,7.759,B_Fo_MLN,B cells,237.335793434,347.163331183,h_1_1:bc1019
B cells,healthy,Healthy 2,h_2_3,bc1322,round3_20160313,1156,6.834,B_Fo_MLN,B cells,174.114985599,256.772806192,h_2_3:bc1322
B cells,healthy,Healthy 1,h_1_1,bc1566,round1_20151128,1869,4.976,B_Fo_MLN,B cells,273.422934854,298.849149343,h_1_1:bc1566
B cells,healthy,Healthy 2,h_2_3,bc1211,round3_20160313,1327,7.159,B_Fo_MLN,B cells,195.616063341,285.905088205,h_2_3:bc1211
B cells,healthy,Healthy 2,h_2_1,bc1431,round2_20151217,1065,2.066,B_Fo_MLN,B cells,351.638026732,379.942275276,h_2_1:bc1431
B cells,healthy,Healthy 2,h_2_3,bc1216,round3_20160313,1354,7.976,B_Fo_MLN,B cells,201.984020287,313.222480219,h_2_3:bc1216
B cells,healthy,Healthy 2,h_2_2,bc659,round3_20160313,2069,7.057,B_Fo_Sp,B cells,163.914318758,296.971567529,h_2_2:bc659
B cells,healthy,Healthy 2,h_2_3,bc1306,round3_20160313,1217,9.039,B_Fo_MLN,B cells,194.409435704,254.676083412,h_2_3:bc1306
B cells,healthy,Healthy 2,h_2_2,bc521,round3_20160313,1635,6.789,B_Fo_MLN,B cells,182.800444627,317.789641277,h_2_2:bc521
B cells,healthy,Healthy 2,h_2_3,bc1220,round3_20160313,1380,9.565,B_Fo_MLN,B cells,167.454110385,278.848722237,h_2_3:bc1220
B cells,healthy,Healthy 2,h_2_2,bc233,round3_20160313,1988,6.439,B_Fo_Sp,B cells,207.272416132,262.566079738,h_2_2:bc233
B cells,healthy,Healthy 2,h_2_3,bc1049,round3_20160313,1936,8.781,B_Fo_Sp,B cells,210.955804967,322.982084954,h_2_3:bc1049
B cells,healthy,Healthy 2,h_2_1,bc1468,round2_20151217,1341,2.759,B_Fo_MLN,B cells,226.800296274,273.186495652,h_2_1:bc1468
B cells,healthy,Healthy 2,h_2_1,bc0884,round2_20151217,1703,3.876,B1a_Sp,B cells,350.409739347,283.90961065,h_2_1:bc0884
B cells,healthy,Healthy 2,h_2_1,bc1149,round2_20151217,1914,3.187,B_Fo_MLN,B cells,280.193448169,384.961422707,h_2_1:bc1149
B cells,healthy,Healthy 1,h_1_1,bc1314,round1_20151128,2225,4.225,B_Fo_MLN,B cells,261.457593414,337.019728105,h_1_1:bc1314
B cells,healthy,Healthy 2,h_2_1,bc0628,round2_20151217,1846,2.6,B_T2_Sp,B cells,248.065458356,366.236312366,h_2_1:bc0628
B cells,healthy,Healthy 1,h_1_2,bc1334,round3_20160313,1235,9.393,B_Fo_MLN,B cells,183.364284489,284.621239928,h_1_2:bc1334
B cells,healthy,Healthy 1,h_1_1,bc1131,round1_20151128,2428,5.066,B_Fo_Sp,B cells,264.744114979,316.530369565,h_1_1:bc1131
B cells,healthy,Healthy 1,h_1_1,bc1509,round1_20151128,2423,4.333,B_Fo_MLN,B cells,219.24994272,348.54441526,h_1_1:bc1509
B cells,healthy,Healthy 1,h_1_1,bc0567,round1_20151128,3611,8.225,B_Fo_MLN,B cells,257.746681448,323.906084449,h_1_1:bc0567
B cells,healthy,Healthy 1,h_1_1,bc1653,round1_20151128,1608,6.592,B_Fo_MLN,B cells,258.142452343,322.197222621,h_1_1:bc1653
B cells,healthy,Healthy 2,h_2_2,bc700,round3_20160313,1204,7.392,B_T1_Sp,B cells,155.529958884,334.321398366,h_2_2:bc700
B cells,healthy,Healthy 2,h_2_3,bc0829,round3_20160313,1531,7.577,B_FrF_BM,B cells,210.385921385,311.671144041,h_2_3:bc0829
B cells,healthy,Healthy 2,h_2_1,bc1162,round2_20151217,1497,5.678,B_Fo_MLN,B cells,379.139334239,319.502437552,h_2_1:bc1162
B cells,healthy,Healthy 2,h_2_2,bc465,round3_20160313,1504,8.577,B_T1_Sp,B cells,137.881694872,349.239638191,h_2_2:bc465
B cells,healthy,Healthy 1,h_1_1,bc1109,round1_20151128,2800,5.429,B_Fo_MLN,B cells,262.224221358,355.715538166,h_1_1:bc1109
B cells,healthy,Healthy 1,h_1_1,bc0708,round1_20151128,3276,5.22,B_Fo_MLN,B cells,276.493979709,300.969914871,h_1_1:bc0708
B cells,healthy,Healthy 1,h_1_1,bc1358,round1_20151128,2231,8.606,B_Fo_MLN,B cells,221.222886146,332.965584805,h_1_1:bc1358
B cells,healthy,Healthy 2,h_2_1,bc1340,round2_20151217,1442,4.508,B_Fo_MLN,B cells,245.452919671,363.143246473,h_2_1:bc1340
B cells,healthy,Healthy 2,h_2_1,bc1043,round2_20151217,1476,1.762,B_Fo_MLN,B cells,326.317828554,305.438315883,h_2_1:bc1043
B cells,healthy,Healthy 1,h_1_1,bc1601,round1_20151128,1663,7.456,B_Fo_MLN,B cells,252.562002343,298.270939112,h_1_1:bc1601
B cells,healthy,Healthy 2,h_2_1,bc1397,round2_20151217,1403,1.924,B1a_Sp,B cells,295.295550656,361.79092831,h_2_1:bc1397
B cells,healthy,Healthy 1,h_1_1,bc1522,round1_20151128,2157,7.881,B_Fo_Sp,B cells,178.748989309,324.283569527,h_1_1:bc1522
B cells,healthy,Healthy 2,h_2_1,bc1482,round2_20151217,1170,5.726,B_Fo_MLN,B cells,225.653846476,310.272429523,h_2_1:bc1482
B cells,healthy,Healthy 2,h_2_2,bc440,round3_20160313,2465,9.777,B_T1_Sp,B cells,134.802893342,356.321163759,h_2_2:bc440
B cells,healthy,Healthy 2,h_2_3,bc1119,round3_20160313,1341,9.172,B_Fo_MLN,B cells,215.440866939,264.65711026,h_2_3:bc1119
B cells,healthy,Healthy 2,h_2_1,bc1180,round2_20151217,1478,4.33,B_Fo_MLN,B cells,238.284113928,369.677215956,h_2_1:bc1180
B cells,healthy,Healthy 2,h_2_1,bc1296,round2_20151217,1197,8.521,B_Fo_MLN,B cells,328.351002266,332.479413483,h_2_1:bc1296
B cells,healthy,Healthy 2,h_2_1,bc1181,round2_20151217,1242,5.475,B_Fo_MLN,B cells,277.144272104,349.640282501,h_2_1:bc1181
B cells,healthy,Healthy 1,h_1_1,bc0834,round1_20151128,3870,6.202,B_Fo_MLN,B cells,236.109208311,295.256594116,h_1_1:bc0834
B cells,healthy,Healthy 1,h_1_2,bc1300,round3_20160313,1027,7.692,B_Fo_Sp,B cells,198.200493611,268.335326504,h_1_2:bc1300
B cells,healthy,Healthy 1,h_1_1,bc1534,round1_20151128,2032,7.48,B_Fo_Sp,B cells,218.199245394,315.274920567,h_1_1:bc1534
B cells,healthy,Healthy 1,h_1_1,bc1624,round1_20151128,1926,8.359,B_Fo_MLN,B cells,229.19780024,296.627918289,h_1_1:bc1624
B cells,healthy,Healthy 1,h_1_1,bc1560,round1_20151128,1809,4.091,B_Fo_MLN,B cells,255.604889999,354.971947364,h_1_1:bc1560
B cells,healthy,Healthy 1,h_1_1,bc1012,round1_20151128,3027,6.508,B_T2_Sp,B cells,187.520092375,344.405604141,h_1_1:bc1012
B cells,healthy,Healthy 2,h_2_2,bc454,round3_20160313,2204,8.439,B_Fo_Sp,B cells,204.796972034,297.326492616,h_2_2:bc454
B cells,healthy,Healthy 2,h_2_1,bc0342,round2_20151217,3752,3.971,B1a_Sp,B cells,319.939844443,346.800545883,h_2_1:bc0342
B cells,healthy,Healthy 2,h_2_1,bc1123,round2_20151217,1461,2.396,B_Fo_MLN,B cells,302.942588637,349.835387451,h_2_1:bc1123
B cells,healthy,Healthy 1,h_1_1,bc1295,round1_20151128,2415,8.861,B_Fo_MLN,B cells,219.202303634,339.512490071,h_1_1:bc1295
B cells,healthy,Healthy 2,h_2_1,bc1231,round2_20151217,1922,3.954,B_Fo_MLN,B cells,200.282572781,303.222921705,h_2_1:bc1231
B cells,healthy,Healthy 2,h_2_1,bc0892,round2_20151217,1572,2.99,B1a_Sp,B cells,319.102839924,337.138997346,h_2_1:bc0892
B cells,healthy,Healthy 1,h_1_2,bc1165,round3_20160313,1120,5.446,B_T1_Sp,B cells,130.590535286,347.516313002,h_1_2:bc1165
B cells,healthy,Healthy 2,h_2_1,bc1389,round2_20151217,1155,1.818,B_T1_Sp,B cells,269.697300273,381.89739636,h_2_1:bc1389
B cells,healthy,Healthy 2,h_2_3,bc1315,round3_20160313,1118,8.408,B_Fo_MLN,B cells,172.197511722,325.199005433,h_2_3:bc1315
B cells,healthy,Healthy 1,h_1_1,bc0717,round1_20151128,4172,3.619,B1b_PC,B cells,262.10063998,333.432843732,h_1_1:bc0717
B cells,healthy,Healthy 2,h_2_1,bc1085,round2_20151217,1427,1.542,B1a_Sp,B cells,308.47340762,272.477172032,h_2_1:bc1085
B cells,healthy,Healthy 2,h_2_1,bc1039,round2_20151217,1847,6.659,B_Fo_MLN,B cells,315.456705379,307.859897121,h_2_1:bc1039
B cells,healthy,Healthy 1,h_1_1,bc1423,round1_20151128,2738,6.976,B_Fo_MLN,B cells,208.366261587,337.41618979,h_1_1:bc1423
B cells,healthy,Healthy 1,h_1_1,bc1282,round1_20151128,2388,7.161,B_Fo_MLN,B cells,242.453987163,314.482301742,h_1_1:bc1282
B cells,healthy,Healthy 2,h_2_1,bc1048,round2_20151217,2036,3.438,B_Fo_MLN,B cells,243.877096493,283.31182427,h_2_1:bc1048
B cells,healthy,Healthy 2,h_2_3,bc0565,round3_20160313,1745,8.023,B_Fo_MLN,B cells,244.117159611,282.031052185,h_2_3:bc0565
B cells,healthy,Healthy 2,h_2_3,bc0991,round3_20160313,1565,8.882,B_Fo_Sp,B cells,191.213494533,286.562389938,h_2_3:bc0991
B cells,healthy,Healthy 1,h_1_1,bc1219,round1_20151128,2319,4.571,B_T1_Sp,B cells,174.699480983,354.091783314,h_1_1:bc1219
B cells,healthy,Healthy 2,h_2_3,bc1281,round3_20160313,1262,8.796,B_Fo_MLN,B cells,197.179467108,243.385308024,h_2_3:bc1281
B cells,healthy,Healthy 1,h_1_2,bc1288,round3_20160313,1406,7.183,B_Fo_MLN,B cells,171.451379203,296.891522818,h_1_2:bc1288
B cells,healthy,Healthy 1,h_1_1,bc0779,round1_20151128,2956,4.973,B1a_Sp,B cells,546.092807236,450.106061535,h_1_1:bc0779
B cells,healthy,Healthy 2,h_2_1,bc1136,round2_20151217,1361,6.76,B1a_Sp,B cells,298.005350427,317.91137895,h_2_1:bc1136
B cells,healthy,Healthy 1,h_1_1,bc1421,round1_20151128,2510,4.582,B_Fo_MLN,B cells,250.473471701,316.300498929,h_1_1:bc1421
B cells,healthy,Healthy 2,h_2_1,bc1395,round2_20151217,1212,3.3,B_Fo_MLN,B cells,294.508796403,303.288318306,h_2_1:bc1395
B cells,healthy,Healthy 2,h_2_1,bc1338,round2_20151217,1132,2.827,B1a_Sp,B cells,166.106706841,366.069834049,h_2_1:bc1338
B cells,healthy,Healthy 2,h_2_2,bc568,round3_20160313,1392,7.974,B_Fo_Sp,B cells,185.276022733,253.469328775,h_2_2:bc568
B cells,healthy,Healthy 1,h_1_1,bc1614,round1_20151128,1935,8.889,B_Fo_MLN,B cells,294.129486851,341.626666511,h_1_1:bc1614
